НАЗИВ УЛИЦЕ;НАЗИВ ШКОЛЕ;Slika;Telefon;adresa;Email;sajt
Омладинска;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Патријарха Павла;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Поп Лукина;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Проте Смиљанића-од улице Војводе Мишића до улице Милоша Поцерца;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Радничка;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Синђелићева;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Цара Душана;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Цветни трг;"ОШ ""Јанко Веселиновић"" Шабац";https://i.ibb.co/hYNkjR8/jankova-skola.jpg;015/343-411, 015/341-025;Карађорђева 48 Шабац;osjankovsa@yahoo.com;www.osjvsabac.edu.rs
Бенџамина Френклина;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Бранимира Ћосића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Браће Цинцара;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Виљема Шекспира;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Вићентија Ракића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Владике Милентија Марковића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Војводе Мишића-од улице Проте Смиљанића до улице Краља Милутина и од улице Проте Смиљанића до улице Попа Карана лева страна;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Војислава Илића- од улице Проте Смиљанића до улице Краља Милутина-обе стране;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Делиградска ;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Деспота Стефана Лазаревића-од улице Проте Смиљанића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Доктора Дуњића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Др Аврама Винавера;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Дринске дивизије;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Дунавска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Ђорђа Нешића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Ђуре Јакшића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Жике Поповића-од улице  Војводе Мишића до улице Деспота Стефана Лазаревића-обе стране;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Змај Јовина;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Ивањданска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Јаворска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Југ Богдана;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Косовска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Краља Владислава;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Краља Милутина-од улице  Војводе Мишића до Обилазног пута-десна страна од центра града;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Леонарда Да Винчија- од улице Проте Смиљанића до улице Краља Милутина;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Милутина Бојића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Младена Ђуричића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Моцартова;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Невесињска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Норвешка- од улице Проте Смиљанића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Његошева;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Орашачка;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Посавска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Првомајска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Призренска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Проте Матеје;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Проте Смиљанића-од улице Војводе Мишића до улице Војислава Илића- обе стране, од улице Војислава Илића до улице Академика Радовановића- лева страна;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Ранка Лазаревића;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Светогорска -од улице Проте Смиљанића  до улице Краља Милутина;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Стевана Сремца;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Ћирила и Методија- од улице Проте Смиљанића до улице Краља Милутина;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Француска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Херцеговачка;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Хиландарска;"ОШ ""Јеврем Обреновић"" Шабац";https://i.ibb.co/dKd7FtN/jevrem-obrenovic.jpg;015/343-154;Жике Поповића 20, 15000 Шабац;osobrenovicjevrem@gmail.com;www.osjevremobrenovic.edu.rs/
Адама Лазаревића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Алимпија Васиљевића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Боривоја Милојевића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Војводе Јанка Стојићевића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Војислава Илића- од улице Краља Милутина ;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Вучедолска;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Дринска;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Ђурђа Бранковића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Ђуре Даничића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Иве Андрића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Илије Спириновца;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Јасеновачких жртава;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Јована Дучића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Јована Томића Белова;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Кнегиње Зорке;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Косте Николића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Краља Милутина-од  улице Војводе Мишића -лева страна од центра града;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Краља Радослава;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Краља Уроша;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Леонарда Да Винчија- од  улице Краља Милутина;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Меше Селимовића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Милана Ракића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Милисава Куртовића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Милоша Црњанског;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Михаила Рашића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Мишарска;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Моравска;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Николаја Велимировића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Нова 97;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Нова 99;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Панте Рабаџије;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Пупинова;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Пушкинова;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Раје Дамњановића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Светог Саве;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Симе Милутиновића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Симе Тројановића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Срдан Илије;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Сретењска;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Стеријина;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Стојана Бошковића;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Станоја Главаша;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Ћирила и Методија- од улице  Краља Милутина;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Ускочка;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Устаничка;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Фрушкогорска;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
Хајдук Вељкова- од Краља Милутина до Обилазног пута;"ОШ ""Стојан Новаковић"" Шабац";https://i.ibb.co/n13JCHS/stojanova-skola.jpg;"015/ 334-910;  015/334-911";Војводе Јанка Стојићевића бр. 38, 15000 Шабац;osstojan@gmail.com;www.stojanovaskolasabac.edu.rs
